Product ID,Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Warehouse Utilization,Inventory Alert,Safety Stock,Recommended Reorder Point
3366,33,151,15,8,108,2024-03-16,2255,3,0.06696230598669622,0,51.1233801699379,159.1233801699379
3868,88,64,28,13,61,2024-10-05,4849,11,0.013198597648999794,0,113.50273124467094,174.50273124467094
7158,69,552,2,14,134,2024-08-31,4043,4,0.13653227801137768,0,32.668333290818495,166.6683332908185
1303,61,202,10,15,108,2024-07-08,3275,1,0.0616793893129771,0,78.26637208916739,186.2663720891674
2643,81,865,21,13,51,2024-04-22,1354,5,0.6388478581979321,0,98.29624865680276,149.29624865680276
9996,47,114,6,5,179,2024-09-16,2075,8,0.05493975903614458,1,20.208290377961216,199.20829037796122
1802,90,575,1,17,16,2024-05-19,4303,14,0.1336277016035324,0,28.049999999999997,44.05
3596,49,75,1,7,187,2024-07-10,4188,5,0.01790830945558739,1,11.549999999999999,198.55
9854,72,358,4,7,118,2024-12-24,3268,10,0.10954712362301101,0,23.099999999999998,141.1
5076,85,538,29,10,33,2024-06-04,1637,13,0.3286499694563225,0,88.85521931771932,121.85521931771932
8163,84,505,17,13,40,2024-06-22,3001,1,0.16827724091969343,0,88.44061566949881,128.4406156694988
1051,69,303,12,6,78,2024-10-19,4935,4,0.06139817629179331,0,34.29460598986376,112.29460598986375
7212,43,358,15,17,34,2024-05-11,4170,14,0.08585131894484413,0,108.63718286111803,142.63718286111805
7694,74,873,27,7,119,2024-05-26,3729,9,0.2341110217216412,0,60.01556048226159,179.0155604822616
5846,47,602,27,1,114,2024-12-02,3356,9,0.17938021454112038,0,8.573651497465942,122.57365149746595
7777,45,561,14,4,95,2024-03-27,4836,5,0.11600496277915633,0,24.694938752708012,119.69493875270801
2332,87,241,16,9,55,2024-11-21,2687,11,0.08969110532192036,0,59.4,114.4
8492,63,598,17,18,159,2024-08-08,4262,7,0.14030971374941342,0,122.45623708084452,281.4562370808445
2672,70,511,17,13,108,2024-09-02,2127,3,0.2402444757874941,0,88.44061566949881,196.4406156694988
3701,47,408,29,12,104,2024-09-10,4537,12,0.089927264712365,0,106.62626318126316,210.62626318126314
2625,90,969,20,7,138,2024-05-26,3194,2,0.3033813400125235,0,51.65317028024514,189.65317028024515
2542,69,323,21,4,25,2024-11-24,2948,7,0.10956580732700136,0,30.24499958670854,55.244999586708545
7708,1,784,17,7,114,2024-12-02,3200,12,0.245,0,47.621869975883975,161.62186997588398
7556,13,807,2,12,115,2024-08-29,1434,5,0.5627615062761506,0,28.00142853498728,143.00142853498727
4871,3,263,23,18,34,2024-05-28,3695,14,0.07117726657645466,0,142.43619624238775,176.43619624238775
3601,42,53,19,12,65,2024-05-10,1435,7,0.036933797909407665,1,86.30619908210534,151.30619908210534
5951,93,156,3,13,11,2024-03-18,4933,2,0.03162375836205149,0,37.152489822352415,48.152489822352415
7142,32,610,8,19,187,2024-11-04,3572,6,0.1707726763717805,0,88.67119036079306,275.67119036079305
7449,54,643,26,19,144,2024-10-08,3811,10,0.16872212017843086,0,159.85426175113378,303.8542617511338
1857,23,838,28,10,81,2024-06-25,2179,1,0.38458008260670035,0,87.30979326513149,168.30979326513147
4292,72,857,19,6,37,2024-02-09,2104,3,0.407319391634981,0,43.15309954105267,80.15309954105267
5382,85,983,12,8,150,2024-12-13,1799,14,0.546414674819344,0,45.72614131981835,195.72614131981834
2772,18,675,23,11,74,2024-09-24,1782,5,0.3787878787878788,0,87.04434214812585,161.04434214812585
4607,16,821,14,12,120,2024-02-25,4293,9,0.19124155602143023,0,74.08481625812402,194.08481625812402
7115,32,127,26,7,131,2024-08-25,4264,1,0.02978424015009381,1,58.89367538199666,189.89367538199667
3466,70,161,14,12,199,2024-05-01,2867,13,0.05615626089989536,1,74.08481625812402,273.084816258124
8541,61,61,15,14,145,2024-01-06,1389,8,0.043916486681065514,1,89.46591529739132,234.46591529739132
2518,63,584,18,8,142,2024-04-07,4099,14,0.14247377409124176,0,56.00285706997455,198.00285706997454
3566,69,720,9,4,81,2024-12-24,3684,13,0.19543973941368079,0,19.799999999999997,100.8
3780,27,581,21,18,122,2024-02-21,3264,5,0.17800245098039216,0,136.10249814018843,258.10249814018846
3021,14,354,1,9,76,2024-11-05,1959,2,0.1807044410413476,0,14.85,90.85
6408,19,452,9,12,55,2024-03-02,3839,13,0.11773899452982547,0,59.39999999999999,114.39999999999999
4019,17,987,6,3,139,2024-04-04,3946,6,0.25012671059300556,0,12.124974226776729,151.12497422677671
7335,3,135,21,7,133,2024-06-21,2607,6,0.05178365937859609,0,52.92874927673994,185.92874927673995
9276,95,735,4,14,63,2024-06-04,3084,13,0.23832684824902725,0,46.199999999999996,109.19999999999999
1267,58,800,5,15,118,2024-10-08,2495,11,0.32064128256513025,0,55.3426824431198,173.3426824431198
7944,93,300,19,17,55,2024-01-09,1463,14,0.2050580997949419,0,122.26711536631589,177.2671153663159
7857,28,349,28,1,46,2024-04-17,3674,3,0.0949918345127926,0,8.730979326513149,54.73097932651315
2865,46,254,6,2,122,2024-11-19,1980,12,0.12828282828282828,0,8.083316151184487,130.08331615118448
3361,98,260,4,7,98,2024-06-15,2445,6,0.10633946830265849,0,23.099999999999998,121.1
4912,7,368,14,16,183,2024-01-03,2633,6,0.13976452715533613,0,98.77975501083205,281.77975501083205
1236,71,427,26,3,143,2024-02-08,2924,12,0.1460328317373461,0,25.24014659228428,168.24014659228428
5344,39,537,10,5,141,2024-05-29,2140,11,0.25093457943925235,0,26.088790696389133,167.08879069638914
5153,60,364,14,17,174,2024-01-23,3021,2,0.12048990400529626,0,104.95348969900904,278.953489699009
1523,16,631,27,16,165,2024-05-21,3788,11,0.16657866948257655,0,137.17842395945507,302.1784239594551
6817,67,190,1,14,147,2024-12-16,1125,13,0.1688888888888889,0,23.099999999999998,170.1
1797,88,829,26,16,181,2024-04-30,2567,1,0.32294507206856254,0,134.6141151588495,315.6141151588495
6001,16,438,16,4,180,2024-05-29,4276,2,0.10243217960710944,0,26.4,206.4
9015,65,12,3,19,174,2024-12-24,1105,12,0.01085972850678733,1,54.2997928172843,228.2997928172843
4855,53,806,27,15,54,2024-04-14,1298,5,0.6209553158705701,0,128.60477246198914,182.60477246198914
2903,89,618,13,14,159,2024-08-03,3547,3,0.17423174513673526,0,83.28823446321815,242.28823446321815
3958,72,120,11,7,190,2024-04-05,3241,6,0.037025609379821044,1,38.30701632860487,228.30701632860487
1850,52,701,2,2,158,2024-09-21,4915,3,0.14262461851475075,0,4.666904755831213,162.6669047558312
4255,20,232,26,10,64,2024-04-18,1556,9,0.14910025706940874,0,84.13382197428095,148.13382197428095
5572,42,565,19,6,139,2024-05-31,1250,6,0.452,0,43.15309954105267,182.15309954105265
8945,81,821,17,18,103,2024-04-12,1433,6,0.572923935799023,0,122.45623708084452,225.45623708084452
8854,26,430,29,7,86,2024-04-18,3389,13,0.1268810858660372,0,62.19865352240351,148.1986535224035
8125,56,991,29,14,52,2024-03-26,3027,8,0.3273868516683185,0,124.39730704480702,176.397307044807
1083,27,935,2,8,122,2024-05-26,2215,2,0.4221218961625282,0,18.667619023324853,140.66761902332485
7259,89,215,15,14,141,2024-01-27,3519,11,0.06109690252912759,0,89.46591529739132,230.46591529739132
2133,99,12,2,6,18,2024-08-26,3624,12,0.0033112582781456954,1,14.00071426749364,32.00071426749364
7406,13,773,27,16,138,2024-10-19,3129,9,0.24704378395653565,0,137.17842395945507,275.1784239594551
3116,45,51,23,13,168,2024-11-10,1365,5,0.03736263736263736,1,102.87058617505782,270.87058617505784
1305,72,989,21,15,131,2024-11-10,2895,3,0.3416234887737478,0,113.41874845015704,244.41874845015704
1117,77,78,1,15,155,2024-12-11,1635,5,0.047706422018348627,1,24.75,179.75
6356,7,597,22,18,124,2024-04-20,4242,8,0.14073550212164074,0,139.30534806675587,263.30534806675587
4079,6,700,3,8,85,2024-08-03,1795,10,0.38997214484679665,0,22.863070659909177,107.86307065990917
3248,66,261,24,5,72,2024-05-07,1944,5,0.13425925925925927,0,40.41658075592243,112.41658075592244
4354,88,714,8,13,149,2024-05-17,1807,14,0.3951300498063088,0,60.66976182580578,209.66976182580578
8181,85,836,12,2,142,2024-07-15,1734,7,0.48212226066897346,0,11.431535329954588,153.43153532995458
8457,17,150,16,5,92,2024-05-01,4610,5,0.03253796095444685,0,33.0,125.0
7006,62,437,22,18,114,2024-08-15,4671,5,0.09355598372939414,0,139.30534806675587,253.30534806675587
4880,73,811,6,7,116,2024-04-04,3782,13,0.21443680592279218,0,28.291606529145703,144.2916065291457
6943,62,104,2,3,12,2024-09-15,1250,11,0.0832,0,7.00035713374682,19.00035713374682
9655,34,316,16,14,32,2024-04-03,1189,6,0.2657695542472666,0,92.39999999999999,124.39999999999999
3761,4,753,7,8,13,2024-03-12,1101,13,0.6839237057220708,0,34.923917306052594,47.923917306052594
1693,46,316,18,10,110,2024-06-21,1778,10,0.17772778402699663,0,70.0035713374682,180.0035713374682
2280,23,517,14,13,115,2024-09-07,1914,12,0.27011494252873564,0,80.25855094630104,195.25855094630106
2628,16,347,28,8,181,2024-07-07,4108,1,0.08446932814021421,0,69.84783461210519,250.8478346121052
8106,55,35,20,14,65,2024-06-11,2441,12,0.014338385907414994,1,103.30634056049028,168.3063405604903
5154,28,650,24,10,65,2024-02-25,2573,12,0.2526233968130587,0,80.83316151184486,145.83316151184488
1342,89,243,14,17,154,2024-10-19,3160,2,0.07689873417721518,0,104.95348969900904,258.953489699009
1273,50,752,21,19,100,2024-05-18,1165,9,0.6454935622317597,0,143.66374803686557,243.66374803686557
8267,51,235,5,9,103,2024-02-19,3437,11,0.06837358161187082,0,33.20560946587188,136.20560946587187
1773,43,477,5,5,13,2024-08-18,4623,1,0.10317975340687865,0,18.447560814373265,31.447560814373265
4665,72,526,5,1,25,2024-06-25,2189,13,0.24029237094563727,0,3.689512162874653,28.689512162874653
4846,7,775,21,8,80,2024-12-13,2955,12,0.2622673434856176,0,60.48999917341708,140.4899991734171
5067,73,506,3,9,129,2024-02-11,1465,12,0.3453924914675768,0,25.720954492397826,154.72095449239782
9382,31,996,3,2,97,2024-09-08,1005,8,0.991044776119403,0,5.715767664977294,102.71576766497729
6080,77,723,14,11,151,2024-06-16,3298,3,0.21922377198302,0,67.91108156994703,218.91108156994704
5687,59,675,11,10,12,2024-11-25,4400,7,0.1534090909090909,0,54.7243090408641,66.7243090408641
8692,66,92,17,10,101,2024-09-25,1609,5,0.057178371659415785,1,68.0312428226914,169.0312428226914
6425,72,154,5,10,144,2024-09-19,1542,5,0.09987029831387809,0,36.89512162874653,180.89512162874652
2051,63,906,27,5,67,2024-06-12,1915,11,0.4731070496083551,0,42.868257487329714,109.86825748732971
8441,97,732,15,5,64,2024-04-24,4571,6,0.16014001312623058,0,31.95211260621119,95.95211260621119
1271,55,993,11,15,48,2024-06-12,3338,1,0.2974835230677052,0,82.08646356129614,130.08646356129614
6227,71,209,8,9,116,2024-04-14,1819,12,0.1148982957669049,0,42.002142802480925,158.00214280248093
2735,28,359,1,12,81,2024-09-30,4828,1,0.07435791217895608,0,19.799999999999997,100.8
1432,68,835,8,6,84,2024-08-16,1808,3,0.4618362831858407,0,28.00142853498728,112.00142853498728
8562,84,766,12,10,97,2024-07-06,3595,10,0.21307371349095966,0,57.157676649772945,154.15767664977295
1481,66,658,23,5,139,2024-04-04,4871,12,0.1350851981112708,0,39.565610067329935,178.56561006732994
5902,85,39,15,5,56,2024-11-28,3223,4,0.012100527458889234,1,31.95211260621119,87.95211260621119
6139,60,439,22,5,108,2024-03-28,1135,10,0.38678414096916297,0,38.695930018543294,146.6959300185433
4766,88,923,23,5,13,2024-07-23,3413,10,0.2704365660709054,0,39.565610067329935,52.565610067329935
9758,64,301,13,5,152,2024-11-25,3476,9,0.08659378596087457,0,29.74579802257791,181.7457980225779
4466,54,955,11,8,124,2024-07-02,1798,9,0.5311457174638488,0,43.779447232691275,167.77944723269127
3778,76,332,9,8,172,2024-05-30,3028,4,0.1096433289299868,0,39.599999999999994,211.6
3473,33,743,1,9,121,2024-08-14,2397,10,0.30997079682937007,0,14.85,135.85
4429,97,473,20,5,22,2024-10-29,3644,7,0.12980241492864983,0,36.89512162874653,58.89512162874653
5387,7,764,28,16,136,2024-01-17,1275,2,0.5992156862745098,0,139.69566922421038,275.6956692242104
4245,65,918,2,14,100,2024-01-07,1081,10,0.849213691026827,0,32.668333290818495,132.6683332908185
9979,50,223,20,19,103,2024-07-02,2850,6,0.07824561403508772,0,140.20146218923682,243.20146218923682
4226,92,979,8,6,38,2024-06-15,4500,10,0.21755555555555556,0,28.00142853498728,66.00142853498728
8758,81,649,5,7,106,2024-04-29,4958,7,0.1308995562726906,0,25.82658514012257,131.82658514012257
9191,94,641,16,4,107,2024-01-03,2704,3,0.23705621301775148,0,26.4,133.4
9602,81,986,18,2,92,2024-04-22,1221,14,0.8075348075348076,0,14.000714267493638,106.00071426749363
9966,40,138,16,17,41,2024-04-29,2724,11,0.05066079295154185,0,112.19999999999999,153.2
7444,84,941,29,9,112,2024-03-17,4716,8,0.19953350296861747,0,79.96969738594738,191.96969738594737
1117,93,235,14,2,198,2024-01-15,4197,2,0.055992375506314036,0,12.347469376354006,210.347469376354
2703,92,210,3,14,110,2024-11-24,2663,6,0.07885843034171987,0,40.01037365484106,150.01037365484106
4909,56,52,21,18,165,2024-08-01,1153,1,0.045099739809193407,1,136.10249814018843,301.10249814018846
3788,61,870,26,12,193,2024-06-11,2975,9,0.292436974789916,0,100.96058636913712,293.9605863691371
5315,85,271,21,19,171,2024-06-12,4029,7,0.06726234797716554,0,143.66374803686557,314.66374803686557
4994,74,200,28,17,118,2024-03-24,2297,14,0.087070091423596,0,148.4266485507235,266.4266485507235
4014,64,390,26,9,143,2024-07-24,1225,3,0.3183673469387755,0,75.72043977685284,218.72043977685286
6540,39,647,20,9,177,2024-03-11,3164,14,0.20448798988621997,0,66.41121893174376,243.41121893174375
7691,79,589,7,6,90,2024-07-01,2955,6,0.19932318104906938,0,26.192937979539444,116.19293797953944
8950,5,800,20,13,90,2024-12-07,4947,13,0.16171417020416415,0,95.92731623474099,185.927316234741
9487,99,477,10,18,193,2024-12-10,1687,8,0.2827504445761707,0,93.91964650700086,286.91964650700083
1601,70,131,13,19,92,2024-09-06,2112,3,0.06202651515151515,0,113.03403248579605,205.03403248579605
3687,29,900,19,18,136,2024-10-11,1905,14,0.47244094488188976,0,129.45929862315802,265.459298623158
2198,74,444,21,17,117,2024-02-03,1705,14,0.26041055718475076,0,128.5412482435113,245.5412482435113
2027,51,654,4,0,88,2024-12-22,4008,7,0.1631736526946108,0,0.0,88.0
7732,41,705,19,9,55,2024-12-14,4977,13,0.1416515973477999,0,64.72964931157901,119.72964931157901
2294,30,31,8,4,40,2024-09-11,1319,12,0.02350265352539803,1,18.667619023324853,58.66761902332485
9729,16,460,19,18,42,2024-08-19,3379,14,0.1361349511689849,0,129.45929862315802,171.45929862315802
8206,10,740,26,12,38,2024-08-16,1356,11,0.5457227138643068,0,100.96058636913712,138.9605863691371
9877,13,900,18,17,118,2024-03-07,3260,1,0.27607361963190186,0,119.00607127369592,237.0060712736959
9461,1,31,26,16,27,2024-12-21,3829,5,0.008096108644554715,0,134.6141151588495,161.6141151588495
1658,50,773,10,9,23,2024-09-08,1314,11,0.5882800608828006,0,46.95982325350043,69.95982325350043
9310,62,156,7,14,197,2024-03-29,1988,14,0.07847082494969819,1,61.11685528559204,258.116855285592
6296,27,152,11,9,170,2024-04-28,2370,12,0.06413502109704641,1,49.251878136777684,219.2518781367777
3536,74,69,7,15,122,2024-08-18,3399,9,0.02030008826125331,1,65.48234494884862,187.4823449488486
7827,82,254,12,3,196,2024-06-24,4147,6,0.06124909573185435,0,17.14730299493188,213.1473029949319
2731,11,262,3,11,101,2024-03-30,4787,3,0.05473156465427199,0,31.43672215737512,132.43672215737513
2095,2,13,19,13,94,2024-06-07,2450,3,0.005306122448979592,1,93.49838233894745,187.49838233894747
8446,23,439,20,17,118,2024-03-08,1954,12,0.22466734902763563,0,125.4434135377382,243.4434135377382
6759,73,924,15,5,51,2024-06-16,3353,11,0.2755741127348643,0,31.95211260621119,82.95211260621119
9402,62,460,29,13,81,2024-12-09,2465,5,0.18661257606490872,0,115.5117851130351,196.5117851130351
2590,37,375,11,16,128,2024-11-05,3529,8,0.10626239727968263,0,87.55889446538255,215.55889446538254
8347,4,282,13,14,183,2024-08-22,2888,1,0.09764542936288088,0,83.28823446321815,266.28823446321815
9875,89,515,20,13,108,2024-08-03,4354,4,0.11828203950390445,0,95.92731623474099,203.927316234741
1269,42,753,3,4,138,2024-09-12,4765,6,0.15802728226652676,0,11.431535329954588,149.43153532995458
1555,19,633,2,10,21,2024-10-02,4745,11,0.13340358271865121,0,23.33452377915607,44.33452377915607
7658,20,74,18,1,152,2024-09-09,4676,6,0.015825491873396064,1,7.000357133746819,159.00035713374683
9309,77,697,21,13,102,2024-01-16,1738,2,0.40103567318757194,0,98.29624865680276,200.29624865680276
4051,97,885,27,16,161,2024-04-25,3578,12,0.24734488541084404,0,137.17842395945507,298.1784239594551
8965,86,20,13,16,124,2024-08-30,3025,7,0.006611570247933884,1,95.1865536722493,219.18655367224932
7050,11,934,8,3,182,2024-09-18,3773,2,0.24754836999734958,0,14.00071426749364,196.00071426749363
5428,81,953,12,0,66,2024-08-03,2453,11,0.38850387280880555,0,0.0,66.0
2326,73,405,16,4,41,2024-08-02,1797,9,0.22537562604340566,0,26.4,67.4
7441,9,810,6,10,185,2024-04-13,4141,5,0.19560492634629317,0,40.41658075592243,225.41658075592244
8405,47,646,1,12,24,2024-02-28,4009,3,0.16113744075829384,0,19.799999999999997,43.8
3349,97,255,23,0,42,2024-10-04,4011,7,0.06357516828721017,0,0.0,42.0
6489,92,254,2,2,56,2024-02-27,1061,9,0.23939679547596607,0,4.666904755831213,60.66690475583121
3118,61,54,15,13,199,2024-09-14,1914,11,0.02821316614420063,1,83.07549277614909,282.0754927761491
7754,4,730,2,4,69,2024-03-10,4786,6,0.1525282072712077,0,9.333809511662427,78.33380951166242
1921,33,753,6,12,150,2024-09-21,3230,13,0.2331269349845201,0,48.499896907106915,198.49989690710692
2829,10,624,21,13,58,2024-01-11,1528,6,0.4083769633507853,0,98.29624865680276,156.29624865680276
4478,45,662,29,7,29,2024-07-12,3050,5,0.21704918032786885,0,62.19865352240351,91.1986535224035
9538,64,682,23,2,91,2024-09-11,3603,9,0.18928670552317514,0,15.826244026931972,106.82624402693197
2183,25,709,13,3,102,2024-06-30,4092,13,0.1732649071358749,0,17.847478813546743,119.84747881354674
8471,16,547,3,2,14,2024-01-09,3200,11,0.1709375,0,5.715767664977294,19.715767664977292
1588,40,461,11,7,116,2024-01-26,3410,10,0.13519061583577713,0,38.30701632860487,154.30701632860487
3733,4,409,2,4,92,2024-05-09,3338,6,0.12252846015578191,0,9.333809511662427,101.33380951166242
4767,70,221,11,2,190,2024-03-03,1503,5,0.14703925482368596,0,10.944861808172819,200.94486180817282
8915,72,384,28,11,44,2024-02-02,2797,1,0.13728995352163031,0,96.04077259164464,140.04077259164464
6228,47,998,25,19,70,2024-09-30,1740,8,0.5735632183908046,0,156.75,226.75
8466,72,535,21,13,23,2024-05-21,1229,13,0.435313262815297,0,98.29624865680276,121.29624865680276
9816,35,746,9,0,158,2024-02-01,3569,6,0.20902213505183526,0,0.0,158.0
1476,11,478,1,6,72,2024-09-12,2292,8,0.20855148342059338,0,9.899999999999999,81.9
8730,50,241,5,10,148,2024-06-06,3040,5,0.07927631578947368,0,36.89512162874653,184.89512162874652
7452,47,302,3,0,97,2024-08-20,3700,12,0.08162162162162162,0,0.0,97.0
1585,6,287,26,16,136,2024-10-09,2400,8,0.11958333333333333,0,134.6141151588495,270.6141151588495
8502,44,171,2,13,79,2024-04-13,4260,13,0.04014084507042254,0,30.33488091290289,109.33488091290289
8563,47,548,29,3,101,2024-06-29,4846,8,0.1130829550144449,0,26.65656579531579,127.65656579531579
3620,14,417,1,18,135,2024-08-23,1658,12,0.2515078407720145,0,29.7,164.7
6449,10,141,21,18,99,2024-04-12,1222,2,0.11538461538461539,0,136.10249814018843,235.10249814018843
2392,3,277,2,9,24,2024-03-22,4623,2,0.05991780229288341,0,21.001071401240463,45.001071401240466
2209,27,302,3,15,10,2024-08-05,3326,3,0.09079975947083584,0,42.86825748732971,52.86825748732971
1102,4,823,7,12,65,2024-04-25,4763,10,0.17279025824060465,0,52.38587595907889,117.38587595907889
5922,42,257,6,11,82,2024-05-26,1891,13,0.13590692755156003,0,44.45823883151468,126.45823883151468
6841,23,953,2,16,189,2024-05-25,4898,13,0.19456921192323398,0,37.33523804664971,226.3352380466497
2489,38,560,8,4,58,2024-10-12,3373,8,0.1660243107026386,0,18.667619023324853,76.66761902332485
2640,63,715,16,7,91,2024-03-22,3162,2,0.2261227071473751,0,46.199999999999996,137.2
4872,77,100,6,12,192,2024-05-05,4944,1,0.020226537216828478,1,48.499896907106915,240.49989690710692
2611,15,876,28,4,34,2024-09-29,3019,13,0.2901623053991388,0,34.923917306052594,68.9239173060526
1885,74,48,22,14,180,2024-12-17,2279,3,0.02106186924089513,1,108.34860405192121,288.3486040519212
6147,90,514,15,13,151,2024-09-06,1614,13,0.3184634448574969,0,83.07549277614909,234.07549277614908
4702,8,524,15,8,68,2024-09-22,4335,11,0.12087658592848904,0,51.1233801699379,119.1233801699379
9969,50,946,11,11,155,2024-12-15,1827,3,0.5177887246852764,0,60.1967399449505,215.1967399449505
5485,66,459,10,19,116,2024-04-03,1662,9,0.27617328519855594,0,99.1374046462787,215.1374046462787
6843,9,622,28,16,63,2024-07-31,1563,2,0.3979526551503519,0,139.69566922421038,202.69566922421038
5801,26,787,27,16,54,2024-09-03,1977,8,0.39807789580171976,0,137.17842395945507,191.17842395945507
1080,76,622,27,3,122,2024-09-26,3586,2,0.17345231455660903,0,25.720954492397826,147.72095449239782
5772,89,538,25,15,142,2024-05-08,4366,7,0.12322491983508933,0,123.75,265.75
5866,91,429,14,5,127,2024-05-26,4018,6,0.10676953708312593,0,30.868673440885015,157.868673440885
7752,45,371,10,1,132,2024-06-07,1180,13,0.31440677966101693,0,5.217758139277826,137.21775813927783
5277,57,369,25,17,183,2024-04-16,2518,13,0.1465448768864178,0,140.25,323.25
6781,44,410,17,12,41,2024-08-04,1043,13,0.3930968360498562,0,81.63749138722967,122.63749138722967
9398,95,66,18,13,180,2024-06-24,4386,8,0.015047879616963064,1,91.00464273870865,271.00464273870864
2570,59,503,5,9,69,2024-06-15,3553,6,0.14157050379960598,0,33.20560946587188,102.20560946587187
4689,65,397,27,9,115,2024-02-04,4116,5,0.09645286686103012,0,77.16286347719348,192.16286347719347
1774,76,691,3,11,55,2024-10-12,1067,1,0.647610121836926,0,31.43672215737512,86.43672215737512
5277,92,394,6,15,107,2024-05-09,3286,6,0.1199026171637249,0,60.62487113388365,167.62487113388366
7003,92,771,25,10,190,2024-12-11,2231,1,0.34558493948901836,0,82.5,272.5
5189,33,723,5,3,29,2024-07-27,1778,2,0.406636670416198,0,11.068536488623957,40.068536488623955
6531,32,647,11,13,163,2024-05-13,4332,2,0.14935364727608494,0,71.14160175312333,234.14160175312333
2932,55,585,21,3,62,2024-12-28,2878,10,0.2032661570535094,0,22.683749690031405,84.6837496900314
7505,92,835,7,1,12,2024-09-01,3683,6,0.22671734998642412,0,4.365489663256574,16.365489663256575
3691,46,120,6,6,20,2024-07-16,4015,7,0.029887920298879204,0,24.249948453553458,44.24994845355346
7528,90,649,21,18,84,2024-10-27,3354,10,0.19350029815146094,0,136.10249814018843,220.10249814018843
2169,21,500,18,10,117,2024-03-17,2616,6,0.191131498470948,0,70.0035713374682,187.0035713374682
1767,76,660,4,6,79,2024-12-06,1385,7,0.47653429602888087,0,19.799999999999997,98.8
5723,12,252,16,10,175,2024-12-30,1362,14,0.18502202643171806,0,66.0,241.0
5910,1,268,27,4,50,2024-01-10,4427,8,0.0605376101197199,0,34.29460598986377,84.29460598986377
6095,18,120,23,19,42,2024-01-17,4906,5,0.02445984508764778,0,150.34931825585375,192.34931825585375
5343,27,995,3,13,161,2024-02-19,1450,10,0.6862068965517242,0,37.152489822352415,198.1524898223524
7837,52,188,26,7,191,2024-09-14,2507,1,0.07499002792181891,1,58.89367538199666,249.89367538199667
1289,37,665,22,6,16,2024-02-12,4429,8,0.1501467599909686,0,46.43511602225195,62.43511602225195
9232,57,4,28,8,17,2024-01-04,1981,14,0.0020191822311963654,1,69.84783461210519,86.84783461210519
9947,19,182,20,14,32,2024-09-03,3828,4,0.04754440961337513,0,103.30634056049028,135.3063405604903
8020,41,957,11,5,138,2024-09-09,1654,7,0.5785973397823458,0,27.36215452043205,165.36215452043206
8718,95,890,18,2,24,2024-09-07,4287,7,0.20760438535106135,0,14.000714267493638,38.000714267493635
8423,99,390,3,16,132,2024-01-05,1791,1,0.21775544388609716,0,45.72614131981835,177.72614131981834
5828,30,54,16,11,85,2024-02-25,1116,2,0.04838709677419355,1,72.6,157.6
7543,46,316,16,5,68,2024-04-20,2401,2,0.13161182840483132,0,33.0,101.0
2532,5,736,28,15,15,2024-05-07,3077,4,0.23919402014949626,0,130.96468989769724,145.96468989769724
5839,50,113,29,13,174,2024-05-06,1367,8,0.08266276517922458,1,115.5117851130351,289.5117851130351
9460,41,430,3,17,86,2024-06-26,4082,3,0.10534051935325821,0,48.584025152307,134.584025152307
2648,81,551,9,0,82,2024-06-10,3024,10,0.1822089947089947,0,0.0,82.0
7964,21,892,13,1,169,2024-11-28,1453,13,0.6139022711631108,0,5.9491596045155815,174.9491596045156
9524,49,962,8,17,166,2024-08-12,1891,4,0.508725542041248,0,79.33738084913062,245.33738084913062
4241,81,573,19,9,85,2024-06-22,3641,9,0.157374347706674,0,64.72964931157901,149.729649311579
4190,47,270,28,2,126,2024-04-05,2694,7,0.10022271714922049,0,17.461958653026297,143.4619586530263
2223,7,728,3,6,87,2024-06-04,1317,8,0.5527714502657555,0,17.14730299493188,104.14730299493188
7693,59,761,26,5,28,2024-07-13,1500,8,0.5073333333333333,0,42.066910987140474,70.06691098714047
2552,74,215,13,10,130,2024-06-02,1689,10,0.12729425695677915,0,59.49159604515582,189.49159604515583
7413,41,330,2,4,153,2024-01-01,2881,2,0.1145435612634502,0,9.333809511662427,162.33380951166242
6216,28,24,29,6,49,2024-11-17,4439,10,0.005406623113313809,1,53.31313159063158,102.31313159063157
8440,36,773,7,2,123,2024-09-21,4476,11,0.1726988382484361,0,8.730979326513149,131.73097932651314
6779,76,425,8,15,186,2024-07-14,2634,5,0.16135155656795747,0,70.00357133746822,256.0035713374682
4211,60,228,27,3,113,2024-08-22,1459,13,0.1562714187799863,0,25.720954492397826,138.72095449239782
8748,98,721,20,6,97,2024-02-15,2214,6,0.32565492321589884,0,44.27414595449583,141.27414595449582
4189,72,309,27,12,146,2024-11-29,1910,5,0.16178010471204188,0,102.8838179695913,248.8838179695913
2778,79,439,26,7,85,2024-06-04,1024,6,0.4287109375,0,58.89367538199666,143.89367538199667
5826,70,834,8,9,142,2024-01-24,4597,7,0.1814226669567109,0,42.002142802480925,184.00214280248093
8686,48,791,17,17,63,2024-12-13,3209,11,0.24649423496416328,0,115.65311279857536,178.65311279857536
9001,37,83,29,10,46,2024-11-12,4894,8,0.016959542296689823,0,88.85521931771932,134.85521931771933
9166,32,301,6,13,184,2024-02-18,4167,7,0.07223422126229902,0,52.54155498269916,236.54155498269915
3406,85,68,14,6,27,2024-11-21,4567,10,0.014889424129625574,0,37.04240812906201,64.04240812906201
3924,81,277,6,4,16,2024-06-05,1322,14,0.20953101361573373,0,16.166632302368974,32.166632302368974
